skip (GET)|LPI filename|ALSJ filename|media.apolloinrealtime.org filename|Description|Source
165:48:27|AS16-105-17082|||EVA-3, LM, pan, Stone Mountain|NASA
165:48:30|AS16-105-17083|||EVA-3, LM, pan, Stone Mountain|NASA
165:48:33|AS16-105-17084|||EVA-3, LM, pan, Stone Mountain|NASA
165:48:36|AS16-105-17085|||EVA-3, LM, pan, Stone Mountain|NASA
165:48:39|AS16-105-17086|||EVA-3, LM, pan, Stone Mountain|NASA
165:48:42|AS16-105-17087|||EVA-3, LM, pan, Stone Mountain|NASA
165:48:45|AS16-105-17088|||EVA-3, LM, pan, Stone Mountain|NASA
165:48:48|AS16-105-17089|||EVA-3, LM, pan, Stone Mountain|NASA
165:48:51|AS16-105-17090|||EVA-3, LM, pan, Stone Mountain|NASA
165:48:54|AS16-105-17091|||EVA-3, LM, pan, Stone Mountain|NASA
165:48:57|AS16-105-17092|||EVA-3, LM, pan, Stone Mountain|NASA
165:49:00|AS16-105-17093|||EVA-3, LM, pan, Stone Mountain|NASA
165:49:03|AS16-105-17094|||EVA-3, LM, pan, Stone Mountain|NASA
165:49:06|AS16-105-17095|||EVA-3, LM, pan, Stone Mountain|NASA
165:49:09|AS16-105-17096|||EVA-3, LM, pan, Stone Mountain|NASA
165:49:19|AS16-105-17097|||EVA-3, LM, pan, Stone Mountain|NASA
165:49:24|AS16-105-17098|||EVA-3, LM, pan, Stone Mountain|NASA
165:49:28|AS16-105-17099|||EVA-3, LM, pan, Stone Mountain|NASA
165:49:33|AS16-105-17100|||EVA-3, LM, pan, Stone Mountain|NASA
165:49:36|AS16-105-17101|||EVA-3, LM, pan, Stone Mountain|NASA
165:49:39|AS16-105-17102|||EVA-3, LM, pan, Stone Mountain|NASA
165:49:43|AS16-105-17103|||EVA-3, LM, pan, Stone Mountain|NASA
165:49:46|AS16-105-17104|||EVA-3, LM, pan, Stone Mountain|NASA
165:49:49|AS16-105-17105|||EVA-3, LM, pan, Stone Mountain|NASA
165:49:53|AS16-105-17106|||EVA-3, LM, pan, Stone Mountain|NASA
165:49:56|AS16-105-17107|||EVA-3, LM, pan, Stone Mountain|NASA
165:50:01|AS16-105-17108|||EVA-3, LM, pan, Stone Mountain|NASA
165:50:05|AS16-105-17109|||EVA-3, LM, pan, Stone Mountain|NASA
165:50:09|AS16-105-17110|||EVA-3, LM, pan, Stone Mountain|NASA
165:50:13|AS16-105-17111|||EVA-3, LM, pan, Stone Mountain|NASA
165:50:16|AS16-105-17112|||EVA-3, LM, pan, Stone Mountain|NASA
165:50:20|AS16-105-17113|||EVA-3, LM, pan, Stone Mountain|NASA
165:50:25|AS16-105-17114|||EVA-3, LM, pan, Stone Mountain|NASA
165:50:29|AS16-105-17115|||EVA-3, LM, pan, Stone Mountain|NASA
165:50:34|AS16-105-17116|||EVA-3, LM, pan, Stone Mountain|NASA
NA|AS16-105-17117|||Blank|NASA
166:50:17|AS16-105-17118|||EVA-3, station 11, North Ray|NASA
166:50:20|AS16-105-17119|||EVA-3, station 11, North Ray|NASA
166:50:23|AS16-105-17120|||EVA-3, station 11, North Ray|NASA
166:50:26|AS16-105-17121|||EVA-3, station 11, North Ray|NASA
166:50:28|AS16-105-17122|||EVA-3, station 11, North Ray|NASA
166:50:31|AS16-105-17123|||EVA-3, station 11, North Ray|NASA
166:50:34|AS16-105-17124|||EVA-3, station 11, North Ray|NASA
166:50:37|AS16-105-17125|||EVA-3, station 11, North Ray|NASA
166:50:40|AS16-105-17126|||EVA-3, station 11, North Ray|NASA
166:50:42|AS16-105-17127|||EVA-3, station 11, North Ray|NASA
166:50:44|AS16-105-17128|||EVA-3, station 11, North Ray|NASA
166:50:47|AS16-105-17129|||EVA-3, station 11, North Ray|NASA
166:50:49|AS16-105-17130|||EVA-3, station 11, North Ray|NASA
166:50:51|AS16-105-17131|||EVA-3, station 11, North Ray|NASA
166:50:54|AS16-105-17132|||EVA-3, station 11, North Ray|NASA
166:50:56|AS16-105-17133|||EVA-3, station 11, North Ray|NASA
166:50:59|AS16-105-17134|||EVA-3, station 11, North Ray|NASA
166:51:02|AS16-105-17135|||EVA-3, station 11, North Ray|NASA
166:51:05|AS16-105-17136|||EVA-3, station 11, North Ray|NASA
166:51:07|AS16-105-17137|||EVA-3, station 11, North Ray|NASA
166:51:10|AS16-105-17138|||EVA-3, station 11, North Ray|NASA
166:51:12|AS16-105-17139|||EVA-3, station 11, North Ray|NASA
166:51:14|AS16-105-17140|||EVA-3, station 11, North Ray|NASA
166:51:17|AS16-105-17141|||EVA-3, station 11, North Ray|NASA
166:51:20|AS16-105-17142|||EVA-3, station 11, North Ray|NASA
166:51:23|AS16-105-17143|||EVA-3, station 11, North Ray|NASA
166:51:27|AS16-105-17144|||EVA-3, station 11, North Ray|NASA
166:51:31|AS16-105-17145|||EVA-3, station 11, North Ray|NASA
166:51:34|AS16-105-17146|||EVA-3, station 11, North Ray|NASA
166:51:37|AS16-105-17147|||EVA-3, station 11, North Ray|NASA
166:51:40|AS16-105-17148|||EVA-3, station 11, North Ray|NASA
166:51:42|AS16-105-17149|||EVA-3, station 11, North Ray|NASA
166:51:45|AS16-105-17150|||EVA-3, station 11, North Ray|NASA
166:51:48|AS16-105-17151|||EVA-3, station 11, North Ray|NASA
166:51:51|AS16-105-17152|||EVA-3, station 11, North Ray|NASA
166:51:54|AS16-105-17153|||EVA-3, station 11, North Ray|NASA
166:51:57|AS16-105-17154|||EVA-3, station 11, North Ray|NASA
166:52:00|AS16-105-17155|||EVA-3, station 11, North Ray|NASA
166:52:03|AS16-105-17156|||EVA-3, station 11, North Ray|NASA
166:52:06|AS16-105-17157|||EVA-3, station 11, North Ray|NASA
166:52:09|AS16-105-17158|||EVA-3, station 11, North Ray|NASA
166:52:12|AS16-105-17159|||EVA-3, station 11, North Ray|NASA
166:52:15|AS16-105-17160|||EVA-3, station 11, North Ray|NASA
166:52:18|AS16-105-17161|||EVA-3, station 11, North Ray|NASA
166:52:21|AS16-105-17162|||EVA-3, station 11, North Ray|NASA
166:52:24|AS16-105-17163|||EVA-3, station 11, North Ray|NASA
166:52:27|AS16-105-17164|||EVA-3, station 11, North Ray|NASA
166:52:29|AS16-105-17165|||EVA-3, station 11, North Ray|NASA
166:52:32|AS16-105-17166|||EVA-3, station 11, North Ray|NASA
166:52:35|AS16-105-17167|||EVA-3, station 11, North Ray|NASA
166:52:38|AS16-105-17168|||EVA-3, station 11, North Ray|NASA
166:52:41|AS16-105-17169|||EVA-3, station 11, North Ray|NASA
166:52:44|AS16-105-17170|||EVA-3, station 11, North Ray|NASA
166:52:47|AS16-105-17171|||EVA-3, station 11, North Ray|NASA
166:52:50|AS16-105-17172|||EVA-3, station 11, North Ray|NASA
166:52:53|AS16-105-17173|||EVA-3, station 11, North Ray|NASA
166:52:56|AS16-105-17174|||EVA-3, station 11, North Ray|NASA
166:52:59|AS16-105-17175|||EVA-3, station 11, North Ray|NASA
166:53:02|AS16-105-17176|||EVA-3, station 11, North Ray|NASA
166:53:06|AS16-105-17177|||EVA-3, station 11, North Ray|NASA
166:53:09|AS16-105-17178|||EVA-3, station 11, North Ray|NASA
166:53:12|AS16-105-17179|||EVA-3, station 11, North Ray|NASA
166:53:15|AS16-105-17180|||EVA-3, station 11, North Ray|NASA
166:53:18|AS16-105-17181|||EVA-3, station 11, North Ray|NASA
166:53:45|AS16-105-17182|||EVA-3, station 11, Smoky Mountain|NASA
166:53:48|AS16-105-17183|||EVA-3, station 11, Smoky Mountain|NASA
166:53:50|AS16-105-17184|||EVA-3, station 11, Smoky Mountain (blurred)|NASA
166:53:53|AS16-105-17185|||EVA-3, station 11, Smoky Mountain (blurred)|NASA
166:53:55|AS16-105-17186|||EVA-3, station 11, Smoky Mountain (badly blurred)|NASA
166:53:57|AS16-105-17187|||EVA-3, station 11, Smoky Mountain (badly blurred)|NASA
166:54:01|AS16-105-17188|||EVA-3, station 11, Smoky Mountain (blurred)|NASA
166:54:04|AS16-105-17189|||EVA-3, station 11, Smoky Mountain (blurred)|NASA
166:54:07|AS16-105-17190|||EVA-3, station 11, Smoky Mountain (blurred)|NASA
166:54:10|AS16-105-17191|||EVA-3, station 11, Smoky Mountain (blurred)|NASA
166:54:13|AS16-105-17192|||EVA-3, station 11, Smoky Mountain (blurred)|NASA
166:54:15|AS16-105-17193|||EVA-3, station 11, Smoky Mountain|NASA
166:54:17|AS16-105-17194|||EVA-3, station 11, Smoky Mountain|NASA
166:54:20|AS16-105-17195|||EVA-3, station 11, Smoky Mountain (badly blurred)|NASA
166:54:23|AS16-105-17196|||EVA-3, station 11, Smoky Mountain|NASA
166:54:26|AS16-105-17197|||EVA-3, station 11, Smoky Mountain (blurred)|NASA
166:54:29|AS16-105-17198|||EVA-3, station 11, Smoky Mountain (blurred)|NASA
166:54:32|AS16-105-17199|||EVA-3, station 11, Smoky Mountain|NASA
166:54:34|AS16-105-17200|||EVA-3, station 11, Smoky Mountain (blurred)|NASA
166:54:37|AS16-105-17201|||EVA-3, station 11, Smoky Mountain (blurred)|NASA
166:54:40|AS16-105-17202|||EVA-3, station 11, Smoky Mountain (blurred)|NASA
166:54:42|AS16-105-17203|||EVA-3, station 11, Smoky Mountain (blurred)|NASA
166:54:47|AS16-105-17204|||EVA-3, station 11, Smoky Mountain (blurred)|NASA
166:54:50|AS16-105-17205|||EVA-3, station 11, Smoky Mountain (blurred)|NASA
166:54:53|AS16-105-17206|||EVA-3, station 11, Smoky Mountain (blurred)|NASA
166:54:57|AS16-105-17207|||EVA-3, station 11, Smoky Mountain (blurred)|NASA
166:55:01|AS16-105-17208|||EVA-3, station 11, Smoky Mountain (blurred)|NASA
166:55:05|AS16-105-17209|||EVA-3, station 11, Smoky Mountain (blurred)|NASA
166:55:09|AS16-105-17210|||EVA-3, station 11, Smoky Mountain (blurred)|NASA
166:55:13|AS16-105-17211|||EVA-3, station 11, Smoky Mountain (blurred)|NASA
166:55:17|AS16-105-17212|||EVA-3, station 11, Smoky Mountain (blurred)|NASA
166:55:20|AS16-105-17213|||EVA-3, station 11, Smoky Mountain (blurred)|NASA
166:55:24|AS16-105-17214|||EVA-3, station 11, Smoky Mountain (blurred)|NASA
166:55:28|AS16-105-17215|||EVA-3, station 11, Smoky Mountain|NASA
167:06:06|AS16-105-17216|||EVA-3, station 11, North Ray (blurred)|NASA
167:06:10|AS16-105-17217|||EVA-3, station 11, North Ray (blurred)|NASA
167:06:11|AS16-105-17218|||EVA-3, station 11, North Ray (blurred)|NASA
167:06:13|AS16-105-17219|||EVA-3, station 11, North Ray (blurred)|NASA
167:06:14|AS16-105-17220|||EVA-3, station 11, North Ray (blurred)|NASA
167:06:16|AS16-105-17221|||EVA-3, station 11, North Ray (blurred)|NASA
167:06:17|AS16-105-17222|||EVA-3, station 11, North Ray (blurred)|NASA
167:06:18|AS16-105-17223|||EVA-3, station 11, North Ray (blurred)|NASA
167:06:19|AS16-105-17224|||EVA-3, station 11, North Ray (blurred)|NASA
167:06:20|AS16-105-17225|||EVA-3, station 11, North Ray (blurred)|NASA
167:06:23|AS16-105-17226|||EVA-3, station 11, North Ray (blurred)|NASA
167:06:24|AS16-105-17227|||EVA-3, station 11, North Ray|NASA
167:06:26|AS16-105-17228|||EVA-3, station 11, North Ray|NASA
167:06:27|AS16-105-17229|||EVA-3, station 11, North Ray (blurred)|NASA
167:06:29|AS16-105-17230|||EVA-3, station 11, North Ray (blurred)|NASA
167:06:31|AS16-105-17231|||EVA-3, station 11, North Ray|NASA
167:06:33|AS16-105-17232|||EVA-3, station 11, North Ray|NASA
167:06:36|AS16-105-17233|||EVA-3, station 11, North Ray (blurred)|NASA
167:06:39|AS16-105-17234|||EVA-3, station 11, North Ray (blurred)|NASA
167:06:42|AS16-105-17235|||EVA-3, station 11, North Ray (blurred)|NASA
167:06:44|AS16-105-17236|||EVA-3, station 11, North Ray (blurred)-partial frame|NASA
|||||NASA
|||||NASA
